_time,_value
2022-09-01T00:30:00Z,0.22419777777849959
2022-09-01T00:45:00Z,0.2422188888895107
2022-09-01T01:00:00Z,0.22815222222106968
2022-09-01T01:15:00Z,0.2254852525275055
2022-09-01T01:30:00Z,0.2217158585845027
2022-09-01T01:45:00Z,0.24666555555450032
2022-09-01T02:00:00Z,0.22277666667014273
2022-09-01T02:15:00Z,0.21323444444169581
2022-09-01T02:30:00Z,0.2224344444448434
2022-09-01T02:45:00Z,0.2316900000023452
2022-09-01T03:00:00Z,0.22405777777385083
2022-09-01T03:15:00Z,0.2307877777802787
2022-09-01T03:30:00Z,0.23487444444344874
2022-09-01T03:45:00Z,0.24499444444518303
2022-09-01T04:00:00Z,0.2065166666661753
2022-09-01T04:15:00Z,0.20541222222345823
2022-09-01T04:30:00Z,0.2342655555512465
2022-09-01T04:45:00Z,0.2218577777803148
2022-09-01T05:00:00Z,0.20173333333332266
2022-09-01T05:15:00Z,0.2406144444448728
2022-09-01T05:30:00Z,0.29656888888712274
2022-09-01T05:45:00Z,0.31782444444434077
2022-09-01T06:00:00Z,0.3541677777793666
2022-09-01T06:15:00Z,0.32360444444293535
2022-09-01T06:30:00Z,0.3369800000009491
2022-09-01T06:45:00Z,0.3171422222221736
2022-09-01T07:00:00Z,0.33443333333525516
2022-09-01T07:15:00Z,0.3634055555521627
2022-09-01T07:30:00Z,0.346522222225758
2022-09-01T07:45:00Z,0.3226422222196561
2022-09-01T08:00:00Z,0.3250255555540207
2022-09-01T08:15:00Z,0.3582422222252717
2022-09-01T08:30:00Z,0.3619488888898559
2022-09-01T08:45:00Z,0.32938999999805674
2022-09-01T09:00:00Z,0.3154800000029354
2022-09-01T09:15:00Z,0.36120111110903963
2022-09-01T09:30:00Z,0.3546577777760831
2022-09-01T09:45:00Z,0.3237266666674259
2022-09-01T10:00:00Z,0.3184866666679227
2022-09-01T10:15:00Z,0.32943555555448256
2022-09-01T10:30:00Z,0.42710333333161543
2022-09-01T10:45:00Z,0.3736555555578889
2022-09-01T11:00:00Z,0.3384611111105187
2022-09-01T11:15:00Z,0.36691666666774836
2022-09-01T11:30:00Z,0.4671944444453402
2022-09-01T11:45:00Z,0.47461444444616063
2022-09-01T12:00:00Z,0.4260755555524156
2022-09-01T12:15:00Z,0.5059688888895835
2022-09-01T12:30:00Z,0.47881999999754044
2022-09-01T12:45:00Z,0.4804066666674771
2022-09-01T13:00:00Z,0.40941777777879906
2022-09-01T13:15:00Z,0.681041111110062
2022-09-01T13:30:00Z,0.6511188888907782
2022-09-01T13:45:00Z,0.6318688888877659
2022-09-01T14:00:00Z,0.6855977777759108
2022-09-01T14:15:00Z,0.7095477777802444
2022-09-01T14:30:00Z,0.5296099999986836
2022-09-01T14:45:00Z,0.3465922222221707
2022-09-01T15:00:00Z,0.3350522222226573
2022-09-01T15:15:00Z,0.3833111111116523
2022-09-01T15:30:00Z,0.3469166666673118
2022-09-01T15:45:00Z,0.3338244444439624
2022-09-01T16:00:00Z,0.3714333333336981
2022-09-01T16:15:00Z,0.6297811111089686
2022-09-01T16:30:00Z,0.8603244444457232
2022-09-01T16:45:00Z,0.7656044444447616
2022-09-01T17:00:00Z,0.9894077777780694
2022-09-01T17:15:00Z,0.9297866666656773
2022-09-01T17:30:00Z,0.642150000001493
2022-09-01T17:45:00Z,0.595575555556934
2022-09-01T18:00:00Z,0.631503333330329
2022-09-01T18:15:00Z,0.6571866666654387
2022-09-01T18:30:00Z,0.5961511111127038
2022-09-01T18:45:00Z,0.3093200000012075
2022-09-01T19:00:00Z,0.2955933333341818
2022-09-01T19:15:00Z,0.2954211111091354
2022-09-01T19:30:00Z,0.26958444444426277
2022-09-01T19:45:00Z,0.33710444444477616
2022-09-01T20:00:00Z,0.264712222223352
2022-09-01T20:15:00Z,0.2502888888884627
2022-09-01T20:30:00Z,0.23600111111318256
2022-09-01T20:45:00Z,0.23396666666576493
2022-09-01T21:00:00Z,0.25427222222060664
2022-09-01T21:15:00Z,0.23950555555529718
2022-09-01T21:30:00Z,0.2129800000002433
2022-09-01T21:45:00Z,0.20817222222285636
2022-09-01T22:00:00Z,0.228963333333013
2022-09-01T22:15:00Z,0.22691111111180362
2022-09-01T22:30:00Z,0.20588666666753852
2022-09-01T22:45:00Z,0.20241666666515812
2022-09-01T23:00:00Z,0.22521444444555527
2022-09-01T23:15:00Z,0.10619555555422266
2022-09-02T00:00:00Z,0.7745425000002797
2022-09-02T00:15:00Z,0.20212749999973312
2022-09-02T00:30:00Z,0.20460666666531324
2022-09-02T00:45:00Z,0.2143033333350104
2022-09-02T01:00:00Z,0.2471277777776777
2022-09-02T01:15:00Z,0.23151444444465596
2022-09-02T01:30:00Z,0.21369222222256212
2022-09-02T01:45:00Z,0.22036333333471703
2022-09-02T02:00:00Z,0.23684111111288075
2022-09-02T02:15:00Z,0.22249333332911192
